grade,user_name,text,date
0,Reallynintendo3,Leaving it at 0 until nintendo fixes their 60 dollar game. This game is no fun if your a second profile onto the game. The 1st to log on has more privileges and fun than anyone else in the game,3/21/20
0,SimoneLink,"Il gioco è fantastico, ma se condividete la consolle con qualcun'altro diventa terribile! Solo il primo giocatore potrà godersi il gioco, tutti gli altri saranno costretti a dipendere da lui: non si può costruire, gli strumenti non si possono sbloccare e tante altre limitazioni assurde! Non si capisce perché Nintendo non abbia volute dare la possibilità di creare diverse isole su unaIl gioco è fantastico, ma se condividete la consolle con qualcun'altro diventa terribile! Solo il primo giocatore potrà godersi il gioco, tutti gli altri saranno costretti a dipendere da lui: non si può costruire, gli strumenti non si possono sbloccare e tante altre limitazioni assurde! Non si capisce perché Nintendo non abbia volute dare la possibilità di creare diverse isole su una consolle. E attenzione, è inutile comprare più di un gioco, il salvataggio sarà sempre lo stesso. Quindi se volete godervi una buona esperienza dovete comprare tante consolle!… Expand",3/21/20
0,McKrakalaka,"Devastating. I bought this for my boys, and our family of 5 was excited to play! Guess what? 1 island per Switch. BROKEN. I went to give artifacts to the owl and I couldnt hear the delightful descriptions because one of my boys had already completed all the requests for unique objects. Nintendo needs to fix this. Requiring 1 switch per player is BROKEN. I don't think I have ever been thisDevastating. I bought this for my boys, and our family of 5 was excited to play! Guess what? 1 island per Switch. BROKEN. I went to give artifacts to the owl and I couldnt hear the delightful descriptions because one of my boys had already completed all the requests for unique objects. Nintendo needs to fix this. Requiring 1 switch per player is BROKEN. I don't think I have ever been this angry with a company before. I am willing to buy 5 copies of Animal Crossing, but not 5 Switches. What a horrible launch experience for a game that we have been dreaming about for years.… Expand",3/21/20
0,Jemsutton,"I honestly think this game was incredibly well made and was excited to delve further into it. Unfortunately, I live in a household with multiple people and only one Switch and the game only allows 1 island per Switch console. Furthermore the game is designed to give the person who initially creates the island far more agency than players who join afterwards (naming the town, doing initialI honestly think this game was incredibly well made and was excited to delve further into it. Unfortunately, I live in a household with multiple people and only one Switch and the game only allows 1 island per Switch console. Furthermore the game is designed to give the person who initially creates the island far more agency than players who join afterwards (naming the town, doing initial town building quests). Additionally the game does not account for multiple people being on the island and always generates the same amount of resources per day, meaning anyone that plays after someone else is liable to not find any wood, stone or fruit until the next literal day of the week. All of this combines to make the local multiplayer experience terrible. All other games on the switch allow for different user profiles to create new save files, why is this not the case for Animal Crossing? On Gamecube I was able to buy another memory card to create another town, for New Horizons I would have to buy a completely new Switch and copy of the game to have another island. Do not buy this game if you have brothers, sisters, parents, friends, lovers, dogs or grandparents interested in playing it, unless of course you're somehow not affected by the global pandemic and can drop another 500 dollars so you can both play happily.… Expand",3/21/20
10,teafan011,"Incredible game. It's definitely a must buy for anyone who enjoys creativity, relaxation, and just carefree fun. It's definitely slow and low-stakes, so if you lack patience and an imagination, go play some looter shooter or something. If you put time and work into this game, it will pay off, and the feeling of accomplishment you have when you end up with a beautiful island is amazing. 10/10",3/21/20
6,Hawakn,"El juego está bien, pero lo que me molestó bastante es que solo sea una isla por persona. Esto limita mucho la cantidad de cosas que podes hacer antes de que se renueve el ciclo.",3/21/20
0,Gamer4Life137,"Only allowing one island per console is terrible and Nintendo should be ashamed of the state this game is in. Storytime: two days before launch, I read about this one island policy and was terrified. I don't have a lot of money, so my girlfriend and I share a switch and don't buy many games. She doesn't play much, so I was thrilled when Animal Crossing was announced because it looks likeOnly allowing one island per console is terrible and Nintendo should be ashamed of the state this game is in. Storytime: two days before launch, I read about this one island policy and was terrified. I don't have a lot of money, so my girlfriend and I share a switch and don't buy many games. She doesn't play much, so I was thrilled when Animal Crossing was announced because it looks like her type of game. Fast forward to me learning about the island, and I expressed my concerns to her. She said to me that it would be okay and we would just share. To my dismay, sharing is not an option. Only the primary player can progress the game. Any big progression moments must be done only by the one player. Any additional players just have to exist and not partake in progression. That is evil. This is the worst thing I've seen from Nintendo. I played for two hours and decided to stop and let my girlfriend play. Again, I couldn't believe how terribly the second player is treated. No new resources spawn for each player. I only played for two hours and it was enough for it to be impossible for her to progress in any capacity. She has now decided she will never play again because she tried to play but wasn't able to since she hit a complete brick wall after ten minutes. We tried to figure it out on the second day, and ultimately this game is not compatible with multiple players. If you are the only person on the switch, this game is great. If you have anyone else at all who playsthe console, the game does not work. I'm giving this a 0/10 because of how disappointed and sad my girlfriend is. Games should not bring this much upset to anyone. Games are to enjoy, not to make you miserable. Nintendo is evil. This game is terrible. I hope they patch it out but I know they won't. Nintendo is just as evil as EA.… Expand",3/21/20
4,Neeeenah,"This game feels like it's trying to force homes to buy multiple Switches rather than letting separate accounts use one Switch to experience separate game play. No other game is set up like this. It also restricts content so rather than letting a person binge play, it encourages you to frequently check in on a regular basis.",3/21/20
0,Janimalz,"Game is awesome, but Nintendo thinks it can convince households to each buy their own switch by hampering local play. Super annoying.",3/21/20
0,Derkleton,You're only allowed one island on each console and even you're ok with that only the person who plays and creates the island first can enjoy the full experience. Other players that have accounts on the same console are extremely limited to what they can do.Nintendo has said before that they wanted everyone in a household to have their own switch and it looks like this is one of the manyYou're only allowed one island on each console and even you're ok with that only the person who plays and creates the island first can enjoy the full experience. Other players that have accounts on the same console are extremely limited to what they can do.Nintendo has said before that they wanted everyone in a household to have their own switch and it looks like this is one of the many ways they plan on doing it. All under the guise of to prevent cheating even though the main way people cheat is changing the internal clock on their system and they're already doing it.… Expand,3/21/20
2,Zantillex,"Uninspired, unoriginal and any other poor adjective you can think of. The game has developed a disgusting cult following that will avidly defend the game even if it came out with trees reminiscent of trees running on the N64 (which would probably look better than this game).  Unlike Pokemon Sword and Shield, this game doesn't have the same pull that drags you away from your every day life.",3/21/20
10,BrushedRed,"Such a great series! I've been playing since the first one on Gamecube. Taking what we already love about the series and building on it, this game will be just as good as we all hoped for, no doubt about it. The crafting aspect is very welcome and being able to shape and remodel your island to your will is such a step forward for the series. I've only put around 5 hours on this so far, butSuch a great series! I've been playing since the first one on Gamecube. Taking what we already love about the series and building on it, this game will be just as good as we all hoped for, no doubt about it. The crafting aspect is very welcome and being able to shape and remodel your island to your will is such a step forward for the series. I've only put around 5 hours on this so far, but I'm already in love!After spending 5-10 more hours on it today, I can say this is easily the best animal crossing to exist! They really covered everything, and everything is turned up to eleven. Each and every aspect that could have gotten better has gotten better, just look at the museum for instance! It is incredible!… Expand",3/21/20
0,XionTheLastD,"Coming from Animal Crossing New Leaf, a portable wonder of its time, this sequel excuse is pretty sloppy for the platform it's coming out on.Empty in content and in-game activities are very repetitive and mundane.Instead, the only redeemable are the different ways to customize your character, but nothing else.If it had come out in 3DS it would not bother me as much, but as a gameComing from Animal Crossing New Leaf, a portable wonder of its time, this sequel excuse is pretty sloppy for the platform it's coming out on.Empty in content and in-game activities are very repetitive and mundane.Instead, the only redeemable are the different ways to customize your character, but nothing else.If it had come out in 3DS it would not bother me as much, but as a game of 60 dollars it is a total scam.… Expand",3/21/20
3,Scutch1980,This game could really benefit from respecting the players time a little more.  It's a decent enough time to gather resources and craft things.  But the worse offender is no way to retrieve your save file to a different Switch?  I mean what do I have to do if I buy a new switch and have to sell the one I have now? No one at Nintendo knowss how to respect people's time?,3/21/20
0,SpiffyStan,"Started the game, played for an hour or so and then came back the next day only to have to start the entire game again, I'll be trading this one in.",3/21/20
0,Purplezzzz,"i really hope that one day they will translate the game into portuguese, they will make commercials in portuguese direct subtitled in portuguese but the game is never in portuguese, after the representative from latin america said that it is not a prority to translate console games, just translate those of mobile games, in short their priority and only the money, you know they do dubbedi really hope that one day they will translate the game into portuguese, they will make commercials in portuguese direct subtitled in portuguese but the game is never in portuguese, after the representative from latin america said that it is not a prority to translate console games, just translate those of mobile games, in short their priority and only the money, you know they do dubbed commercials but it doesn’t translate the game for us, we are the biggest country in Latin America, I think they should listen to the fans more… Expand",3/21/20
0,Dovahnoob,"It's decent but it gets to a point were you've done everything you can really do that day apart from just grinding bells and miles and have to wait till tomorrow to do more stuff. The neighbours don't seem to do anything and it's annoying. In New Leaf I remember them doing activities with you frequently but in the 2 full days I've played this game so far, nothing.I love Animal CrossingIt's decent but it gets to a point were you've done everything you can really do that day apart from just grinding bells and miles and have to wait till tomorrow to do more stuff. The neighbours don't seem to do anything and it's annoying. In New Leaf I remember them doing activities with you frequently but in the 2 full days I've played this game so far, nothing.I love Animal Crossing but this is a let down. Customising your character and island with more freedom is awesome but that's all there really is. Nothing fun to do.… Expand",3/21/20
5,JackAnvil,"The game is fun to play, but once again Nintendo fumbles online which is why my review is a 5.",3/21/20
0,Gokuro,music is kinda boring compared to new leaf. souless game. this sh*t is so boring,3/21/20
4,sunnyh,"I'm cool with the one island per console limitation, but its insane that progress in the game is restricted to what player one does. I recently started an island with my wife. What if my wife quits playing the game? Will I have to start over? Crazy.",3/22/20
8,buffmckagan,"I think it's a really enjoyable, addictive game. The graphics look really good, and doing chores for Tom Nook doesn't feel like it. The criticisms about one island per console are very valid, and understandably frustrating. I can see how families and couples would have a problem with it, though, even if it is something I do not. Just don't think that's worth giving it a zero. Anyways, buyI think it's a really enjoyable, addictive game. The graphics look really good, and doing chores for Tom Nook doesn't feel like it. The criticisms about one island per console are very valid, and understandably frustrating. I can see how families and couples would have a problem with it, though, even if it is something I do not. Just don't think that's worth giving it a zero. Anyways, buy at your own risk, but do your homework first… Expand",3/22/20
9,hazsch,"It seems all the negative reviews are about the fact that you can only have one island per system, regardless of how many users there are. If this isn't a problem then you, like me, will absolutely love this game. It's Animal Crossing - on the Switch. Things from the older games have been streamlined but it feels different enough to be a worthy sequel.The game looks gorgeous, theIt seems all the negative reviews are about the fact that you can only have one island per system, regardless of how many users there are. If this isn't a problem then you, like me, will absolutely love this game. It's Animal Crossing - on the Switch. Things from the older games have been streamlined but it feels different enough to be a worthy sequel.The game looks gorgeous, the character customisation is at a series high, the villagers seem more alive than ever before, the progression is satisfying (albeit slow in the first few days), and all in all, the game is just fantastic. I'll be playing it for years, for sure.… Expand",3/22/20
9,Digibutter64,"Retains the relaxed and addictive atmosphere the series is known for while also offering many quality of life improvements, such as choosing where other villagers live and the ability to place furniture outside. These factors contribute to an excellent amount of customisation and ensure that I will be playing for years to come.I have two complaints with this new entry though. The firstRetains the relaxed and addictive atmosphere the series is known for while also offering many quality of life improvements, such as choosing where other villagers live and the ability to place furniture outside. These factors contribute to an excellent amount of customisation and ensure that I will be playing for years to come.I have two complaints with this new entry though. The first is the crafting mechanic. While scavenging for materials to build things ranging from tools to furniture is interesting initially, the novelty wears off quickly and it becomes a chore. This is especially evident with tools constantly breaking. The second complaint is the lack of cloud saving, giving me no current way to back up my save data.… Expand",3/22/20
0,NomNomAutomat,It totally sucks that you can only have one island per switch. My boyfriend tried to make an island of his own.....BUT NO. So now he get to sit beside and just watch me play.Do it again and do it right Nintendo.,3/22/20
9,Giboultou,"First of all I want to admit that yeah, it’s true single console multiplayer options are terrible. The second character gets dumbed down to a sort of follower that can only be in the shadow of the main player. Truth is tho that this feature has been true of New Leaf as well. If you wanted multiple villagers, the second wasn’t mayor and didn’t have as much freedom. So I would say that thisFirst of all I want to admit that yeah, it’s true single console multiplayer options are terrible. The second character gets dumbed down to a sort of follower that can only be in the shadow of the main player. Truth is tho that this feature has been true of New Leaf as well. If you wanted multiple villagers, the second wasn’t mayor and didn’t have as much freedom. So I would say that this isn’t a step back, but rather a lack of step forward from the developers on that front. However I don’t believe that this condemns all the amazing other features and steps forward. All furniture has been remodelled with great details, textures and lighting effects for a game with such a simplistic artistic direction. The museum is sublime, and the hourly music is memorable (for some). Animals now do lots of activities too and feel more alive than ever with witty and varied dialogue. Crafting is simple but well implemented, and it is a pleasure to slowly build the island into the little village the previous games had gotten us used to. I am ready to take off two points for the limitations created for families/friends with one console, though it does not concern me personally, but that does not entirely condemn it for all the wonderful things it has to offer and the great effort that was put into designing the game. It can’t be enjoyed by all, but for those that are planning to play solo, go for it, there is so much to get out of this experience!!… Expand",3/22/20
9,Lazxusz,เกมสนุกและมีความเป็นตัวเองค่อนข้างสูง ชอบในความระบบอิงเวลาตามโลกเรา มันทำให้เราไม่หมกอยู่กับมันได้ใช้ชีวิตเรื่อยๆ ลุ้นว่าจะเจออะไรในแต่ละวัน ทำให้เรารู้สึกอบอุ่น และ ดีใจที่ได้เจอเพื่อนใหม่ๆ ถือว่าเป็นเกมผ่อนคลายที่อาจจะดีที่สุดในปี 2020 เลยทีเดียวเกมสนุกและมีความเป็นตัวเองค่อนข้างสูง ชอบในความระบบอิงเวลาตามโลกเรา มันทำให้เราไม่หมกอยู่กับมันได้ใช้ชีวิตเรื่อยๆ ลุ้นว่าจะเจออะไรในแต่ละวัน ทำให้เรารู้สึกอบอุ่น และ ดีใจที่ได้เจอเพื่อนใหม่ๆ ถือว่าเป็นเกมผ่อนคลายที่อาจจะดีที่สุดในปี 2020 เลยทีเดียว,3/22/20
9,ErnestGamingEC,This game is really beautiful and relaxing.The people at Nintendo really put effort into this and it is worth the delay that it gets. Every time you build something it felt like an accomplishment but things like getting material from rocks tree and other needs to take a day to replenish which is disappointing and waiting for a building to be build makes me really impatient all theThis game is really beautiful and relaxing.The people at Nintendo really put effort into this and it is worth the delay that it gets. Every time you build something it felt like an accomplishment but things like getting material from rocks tree and other needs to take a day to replenish which is disappointing and waiting for a building to be build makes me really impatient all the time.This game could been benefitted from less waiting time it felt like eternity to wait for things to be done… Expand,3/22/20
9,Shippuden64,I am loving the game so far. The only setback is the limitation to just one island per switch and that the local multiplayer player could be much better.,3/22/20
0,Babiel,"First things first: sing the petition to don't restrict the number of islands per console:  http://chng.it/Bz2kfWTc4y.Apparently, Nintendo is still in 1997. One island per console is one of the most disgusting things I have seen in the game industries. It completely ruins the experience for people who share a switch, not to mention no cloud saves, and no way to transfer data to otherFirst things first: sing the petition to don't restrict the number of islands per console:  http://chng.it/Bz2kfWTc4y.Apparently, Nintendo is still in 1997. One island per console is one of the most disgusting things I have seen in the game industries. It completely ruins the experience for people who share a switch, not to mention no cloud saves, and no way to transfer data to other system. And it doesn't make sense in absolutely any point of view. If you share a switch, DON'T BUY THIS GAME unless you are okay with sharing resource, no tutorials for the second one to play, and a billion things more… Expand",3/22/20
9,Feels64,EDITED: After 3 days it's gotten a lot better. Everyday there is more stuff to do. Boosting my rating from 7 to a 9. Love this game and am going to play it every day.,3/22/20
10,Pikkewyn,"I mean, I kind of understand why most of the negative reviews are just against the one island per console thing that also happened with the rest of the entire franchise and that was clearly said in the AC Direct and in the back of the game box, cause it's still a bad thing. I get why people are punishing the limitations of multiplayer cause it was one of the main things in everyI mean, I kind of understand why most of the negative reviews are just against the one island per console thing that also happened with the rest of the entire franchise and that was clearly said in the AC Direct and in the back of the game box, cause it's still a bad thing. I get why people are punishing the limitations of multiplayer cause it was one of the main things in every trailer/announcement and in some aspects it can be really poor. But I just can't understand all the 0/10, especially the ones saying it's like a HD New Leaf.Are we playing the same game? I've spend my last three days around my island in a 4K monitor and I think it's one of the prettiest games I've ever played. Every franchise has its style, you can't make this game with the details of Red Dead Redemption 2 because you could destroy what AC means: simple but cool relaxing folky ambients to spend your life on. New Horizons maintains the style of the saga with new and more detailed than ever graphics, amazing lightning and weather effects and the perfect acoustic soundtrack for a walk in the woods (plus a lot of new and reinvented features that combine very well with that deserted island in modern days feel of everything).It came out a few days ago and I don't get why some people are asking for big things at the very beginning of a game that's supposed to be played day by day for a very long time. In the third day around the island I had sooooo many things to do I really didn't know where to start. The way you can decorate everything step by step, and the way you feel when you finally unlock every little feature... I think it's the best AC ever made, or at least one of the great ones. And for all the missing characters and features for the fans like Brewster or the gyroids it's all coming soon with free updates.Maybe you're new and you were looking for a different experience, maybe you really didn't know it was limited to one island (which is a very bad point but it's not something Nintendo has tried to hide with this and any other past Animal Crossing game), or idk, maybe you want a Grand Theft Animal... What I'm just trying to say is that I believe this is a pretty good game that doesn't deserve all the hate it's receiving here. Just calm down. Times are getting very weird and this is the perfect game to stress out :)… Expand",3/22/20
0,486eHyMy,"We need equal values and opportunities for all players on the island! My girlfriend is the first player, which is great but I do not want to wait for her progress. At the same time, I do not want her to have a a second class player experience if I am the founder. Fix this Nintendo!",3/22/20
10,glitchboi,"This game is a masterpiece. It's a game you should ALWAYS buy for your switch no matter what. You can never get bored of it, and you can get so much hours off of it easily. There is so much to do in the game, and there is always something to do in it. You can customize the look of your character, your island, your house, and you can get villagers! This is, without a doubt, one of the bestThis game is a masterpiece. It's a game you should ALWAYS buy for your switch no matter what. You can never get bored of it, and you can get so much hours off of it easily. There is so much to do in the game, and there is always something to do in it. You can customize the look of your character, your island, your house, and you can get villagers! This is, without a doubt, one of the best Nintendo Switch games.So, you may be asking, why does this game have a 7.0 user review, and why so much hate? Simple, immature review bombers putting 0 on the damn game because of one **** con about it. Don't be surprised, they're just mad because they didn't do research, wait, didn't Nintendo tell us about it, and wasn't it like this for the past AC games? I respect disliking that dumb feature, but don't give this game a 0 just because of that, actually try playing it for a while first.… Expand",3/22/20
5,kmcdevitt,"I bought this game as soon as it came out since I have always been a fan. I started my own island an character and fully expected my sister, who shares a switch with me, to be able to play her own game too. We find out later that she can not have her own island and that she is extremely limited to what she can do in the game. The whole point to animal crossing is doing stuff in theI bought this game as soon as it came out since I have always been a fan. I started my own island an character and fully expected my sister, who shares a switch with me, to be able to play her own game too. We find out later that she can not have her own island and that she is extremely limited to what she can do in the game. The whole point to animal crossing is doing stuff in the community. What is she going to do? Just walk around in a world she cant even dig in? Great job Nintendo. You made what could have been a perfect game into a dud.… Expand",3/22/20
10,Skyrapture,"Super jeu. Seulement trois jours dessus mais je m'éclate, il y a toujours des choses a faire et le système d'objectifs permet de renouveller l'intérêt après la routine quotidienne effectuée.Ceux qui ont noté 0 par rapport au multijoueur sont des trolls.Nous jouons à trois sur l'île et souvent en simultané net nous avons aucun problème avec les ressources.Achetez le jeu et jouez ySuper jeu. Seulement trois jours dessus mais je m'éclate, il y a toujours des choses a faire et le système d'objectifs permet de renouveller l'intérêt après la routine quotidienne effectuée.Ceux qui ont noté 0 par rapport au multijoueur sont des trolls.Nous jouons à trois sur l'île et souvent en simultané net nous avons aucun problème avec les ressources.Achetez le jeu et jouez y avant de critiquer.… Expand",3/22/20
9,korialstrazh,"Great game. Boring start, but starting from the third day on this ac starts to shine",3/22/20
9,CygnusiaX1,"I find it funny that there are those here complaining about the fact that you can only have one island per Switch. First of all, help the first person choose your island layout. Secondly, two heads are better than one in getting the first stumbling blocks out of the way so you can do whatever you want. My wife and I have our own Switches, and only one copy of the game. Mine is a day-oneI find it funny that there are those here complaining about the fact that you can only have one island per Switch. First of all, help the first person choose your island layout. Secondly, two heads are better than one in getting the first stumbling blocks out of the way so you can do whatever you want. My wife and I have our own Switches, and only one copy of the game. Mine is a day-one purchase Switch and hers is the new AC:NH themed version. We swap our single copy back and forth between our two consoles. Once we get a second copy, then we can do standard multiplayer. Right now, with the insanity going on outside our doors, this is SUCH a breath of fresh air. It's relaxing and sublime, and takes our minds of what's going on right now. And it has so much eye candy, it's ridiculous. I only drop it one point because we can't figure out how to trade fruit between our islands, what with us only having one copy of the game.… Expand",3/22/20
8,Jjdm11,"This review contains spoilers, click expand to view.                                                                                            Animal crossing new horizons is a brilliant return after the disappointment that was amiibo festival.This game has you start on a desert island where you live your life.Nook miles are a new addition that makes and breaks the game at the same time,the game has things to work towards something previous entries lacked this is fun however it can get grindy and greatly limit freedom with things locked behind nook walls that ought to be unlocked.This game has it’s polishing issues and bafflingly poor implementation of some ideas life travelling to new islands.The loading times are some of the worst in a video game 1-2 minutes the standard this is to load some of the best visuals in a switch game it looks like ps5 or even pc how this runs on a switch I’m unsure .This game has the foundation of an excellent game but falls short due to a lack of polish despite this ,this is still the best one in the series topping new leaf.… Expand",3/22/20
10,lunareclipse122,"This game is probably my favorite game and I’ve only had it for 2 days.  I could not recommend this game enough, please if you have a switch go out and buy this game it is amazing!",3/22/20
9,Sage_the_Husky,"First off let me say that the 1 Island per Switch argument is completely invalid. All the previous entries have had this limitation and people are only just getting upset about it now. Population: Growing had only one town per memory card. Wild World only had one town per cartridge. City Folk had only one town per system. And New Leaf had only one town per cartridge. Out of all theFirst off let me say that the 1 Island per Switch argument is completely invalid. All the previous entries have had this limitation and people are only just getting upset about it now. Population: Growing had only one town per memory card. Wild World only had one town per cartridge. City Folk had only one town per system. And New Leaf had only one town per cartridge. Out of all the negative reviews on this site (142 at the time of this review), only about 20-30 of them have actual valid criticisms about the game.Now enough of that.This game is honestly a wonder to play, its truly amazing how unique and fun it is and is definitely a step up from its predecessors. The graphics and sound are phenomenal. The game play is amazing. The way the game just manages to just completely soothe you and take you away from your surroundings is completely mind boggling. It's almost like the game hypnotizes you, keeping you completely focused on whats going on in the game.The only reason I don't rate this a 10 is because some of the loading times do get rather excessive (40 seconds to load up the mailbox, however this was on only one occasion and I believe it was an isolated incident). Some of the progression is really weird and it took me a second to actually figure out what to do and unlock all the tools and whatnot. I am mildly disappointed that they don't let you explore the entirety of the island right away but I actually believe its necessary to help teach new players how to play the game before completely letting go of their hands and leaving them free to their devices. Also I do agree that the couch co-op does kinda suck in that its incredibly limiting for player 2. Don't listen to the 1 Island per Switch people, imo it isn't really a valid reason for rating the game a 0 out of 10 since its always been this way. Hope this helps!… Expand",3/22/20
8,alpharin,why one island? and why not a speaker doesn't make any things? but i love timmy's paws!! and the game is very addictive,3/22/20
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
